algorithm,scenario_index,run_id,source,dest,bandwidth_requirement,path,cost,delay_ms,reliability_cost,resource_cost
GA (Optimized),8,3,77,67,135.0,"[77, 63, 67]",6.3462589723737555,10.05,0.08140048353413273,6.484194136567577
GA (Optimized),8,4,77,67,135.0,"[77, 171, 243, 67]",12.136274499106015,22.73,0.1405282283365609,3.6455801530252367
GA (Optimized),9,0,82,39,19.0,"[82, 39]",6.903106587820338,13.0,0.04919024419077178,1.941747572815534
GA (Optimized),9,1,82,39,19.0,"[82, 83, 236, 104, 39]",14.05776776816293,23.919999999999998,0.23581082475157936,10.135122603687284
GA (Optimized),9,2,82,39,19.0,"[82, 97, 39]",5.3674080077376525,7.54,0.05566286073721079,7.903545747582445
GA (Optimized),9,3,82,39,19.0,"[82, 97, 39]",5.3674080077376525,7.54,0.05566286073721079,7.903545747582445
GA (Optimized),9,4,82,39,19.0,"[82, 246, 234, 39]",8.600501902538142,15.219999999999999,0.1485516451333648,4.7296820449906605
GA (Optimized),10,0,85,180,24.0,"[85, 76, 30, 211, 204, 196, 166, 180]",20.760239249498966,36.15,0.3540002242248634,12.895195911157547
GA (Optimized),10,1,85,180,24.0,"[85, 224, 174, 180]",10.718386766835884,19.45,0.11075002461074268,4.800808797263305
GA (Optimized),10,2,85,180,24.0,"[85, 153, 209, 81, 230, 180]",16.08826788884371,28.16,0.2944427760244272,9.599675280181899
GA (Optimized),10,3,85,180,24.0,"[85, 206, 180]",6.032417382042389,11.03,0.0889042753919492,2.453730497124027
GA (Optimized),10,4,85,180,24.0,"[85, 2, 180]",5.76156587832437,10.35,0.09037266780344741,2.7972703899166813
GA (Optimized),11,0,87,193,98.0,"[87, 11, 139, 193]",8.435645890413454,15.11,0.1371554214951114,4.197496319824603
GA (Optimized),11,1,87,193,98.0,"[87, 71, 23, 58, 245, 193]",15.132296565368758,26.45,0.2142898269490228,9.215048086420255
GA (Optimized),11,2,87,193,98.0,"[87, 193]",7.390307464785021,14.0,0.004008021397538822,1.9455252918287937
GA (Optimized),11,3,87,193,98.0,"[87, 193]",7.390307464785021,14.0,0.004008021397538822,1.9455252918287937
GA (Optimized),11,4,87,193,98.0,"[87, 193]",7.390307464785021,14.0,0.004008021397538822,1.9455252918287937
GA (Optimized),12,0,94,68,115.0,"[94, 61, 224, 68]",9.794746976391394,17.57,0.1074326156713886,4.887585958449888
GA (Optimized),12,1,94,68,115.0,"[94, 204, 210, 143, 68]",12.116661399967798,20.560000000000002,0.1911754589863674,8.896543811359436
GA (Optimized),12,2,94,68,115.0,"[94, 74, 167, 68]",8.552842465747435,15.11,0.13429135269589768,4.787775299693337
GA (Optimized),12,3,94,68,115.0,"[94, 153, 209, 45, 170, 68]",17.19854352235376,30.669999999999998,0.22060715805943473,8.98680687467964
GA (Optimized),12,4,94,68,115.0,"[94, 46, 203, 166, 68]",15.191683281321449,26.57,0.2072071912408262,9.222605619746009
GA (Optimized),13,0,97,7,45.0,"[97, 15, 208, 7]",10.396576039006849,16.79,0.12434353413705455,9.821364893828662
